sample_id,class_name,severity,trial,method,iou,dice,device
sample_010,sofa,moderate,0,robust_superpixel,0.412383,0.583954,cpu
sample_010,sofa,moderate,0,repaired_superpixel,0.456080,0.626449,cpu
sample_010,sofa,moderate,0,sam_noisy_prompt,0.754084,0.859804,cuda
sample_010,sofa,moderate,0,sam_repaired_prompt,0.714394,0.833407,cuda
sample_010,sofa,moderate,0,sam_score_selected_prompt,0.754084,0.859804,cuda
sample_010,sofa,moderate,0,sam_oracle_best_prompt,0.754084,0.859804,cuda
sample_010,sofa,moderate,1,center_color,0.472845,0.642083,cpu
sample_010,sofa,moderate,1,robust_superpixel,0.494922,0.662138,cpu
sample_010,sofa,moderate,1,repaired_superpixel,0.484349,0.652608,cpu
sample_010,sofa,moderate,1,sam_noisy_prompt,0.742396,0.852155,cuda
sample_010,sofa,moderate,1,sam_repaired_prompt,0.686260,0.813943,cuda
sample_010,sofa,moderate,1,sam_score_selected_prompt,0.742396,0.852155,cuda
sample_010,sofa,moderate,1,sam_oracle_best_prompt,0.742396,0.852155,cuda
sample_011,cow,clean,0,center_color,0.828099,0.905967,cpu
sample_011,cow,clean,0,robust_superpixel,0.834583,0.909834,cpu
sample_011,cow,clean,0,repaired_superpixel,0.824479,0.903796,cpu
sample_011,cow,clean,0,sam_noisy_prompt,0.894901,0.944536,cuda
sample_011,cow,clean,0,sam_repaired_prompt,0.896212,0.945266,cuda
sample_011,cow,clean,0,sam_score_selected_prompt,0.896212,0.945266,cuda
sample_011,cow,clean,0,sam_oracle_best_prompt,0.896212,0.945266,cuda
sample_011,cow,mild,0,center_color,0.722933,0.839189,cpu
sample_011,cow,mild,0,robust_superpixel,0.725472,0.840897,cpu
sample_011,cow,mild,0,repaired_superpixel,0.712166,0.831889,cpu
sample_011,cow,mild,0,sam_noisy_prompt,0.849856,0.918835,cuda
sample_011,cow,mild,0,sam_repaired_prompt,0.885818,0.939452,cuda
sample_011,cow,mild,0,sam_score_selected_prompt,0.849856,0.918835,cuda
sample_011,cow,mild,0,sam_oracle_best_prompt,0.885818,0.939452,cuda
sample_011,cow,mild,1,center_color,0.808132,0.893886,cpu
sample_011,cow,mild,1,robust_superpixel,0.810222,0.895163,cpu
sample_011,cow,mild,1,repaired_superpixel,0.824344,0.903716,cpu
sample_011,cow,mild,1,sam_noisy_prompt,0.889243,0.941375,cuda
sample_011,cow,mild,1,sam_repaired_prompt,0.874544,0.933074,cuda
sample_011,cow,mild,1,sam_score_selected_prompt,0.889243,0.941375,cuda
sample_011,cow,mild,1,sam_oracle_best_prompt,0.889243,0.941375,cuda
sample_011,cow,moderate,0,center_color,0.538594,0.700112,cpu
sample_011,cow,moderate,0,robust_superpixel,0.538594,0.700112,cpu
sample_011,cow,moderate,0,repaired_superpixel,0.471124,0.640496,cpu
sample_011,cow,moderate,0,sam_noisy_prompt,0.829768,0.906965,cuda
sample_011,cow,moderate,0,sam_repaired_prompt,0.813595,0.897218,cuda
sample_011,cow,moderate,0,sam_score_selected_prompt,0.829768,0.906965,cuda
sample_011,cow,moderate,0,sam_oracle_best_prompt,0.829768,0.906965,cuda
sample_011,cow,moderate,1,center_color,0.805982,0.892569,cpu
sample_011,cow,moderate,1,robust_superpixel,0.788689,0.881863,cpu
sample_011,cow,moderate,1,repaired_superpixel,0.807351,0.893408,cpu
sample_011,cow,moderate,1,sam_noisy_prompt,0.891210,0.942476,cuda
sample_011,cow,moderate,1,sam_repaired_prompt,0.895066,0.944628,cuda
sample_011,cow,moderate,1,sam_score_selected_prompt,0.891210,0.942476,cuda
sample_011,cow,moderate,1,sam_oracle_best_prompt,0.895066,0.944628,cuda
sample_012,cow,clean,0,center_color,0.595955,0.746832,cpu
sample_012,cow,clean,0,robust_superpixel,0.595955,0.746832,cpu
sample_012,cow,clean,0,repaired_superpixel,0.596092,0.746939,cpu
sample_012,cow,clean,0,sam_noisy_prompt,0.942932,0.970628,cuda
sample_012,cow,clean,0,sam_repaired_prompt,0.539784,0.701117,cuda
sample_012,cow,clean,0,sam_score_selected_prompt,0.942932,0.970628,cuda
sample_012,cow,clean,0,sam_oracle_best_prompt,0.942932,0.970628,cuda
sample_012,cow,mild,0,center_color,0.436533,0.607759,cpu
sample_012,cow,mild,0,robust_superpixel,0.437017,0.608228,cpu
sample_012,cow,mild,0,repaired_superpixel,0.436481,0.607708,cpu
sample_012,cow,mild,0,sam_noisy_prompt,0.800135,0.888972,cuda
sample_012,cow,mild,0,sam_repaired_prompt,0.651639,0.789082,cuda
sample_012,cow,mild,0,sam_score_selected_prompt,0.800135,0.888972,cuda
sample_012,cow,mild,0,sam_oracle_best_prompt,0.800135,0.888972,cuda
sample_012,cow,mild,1,center_color,0.560004,0.717952,cpu
sample_012,cow,mild,1,robust_superpixel,0.560006,0.717953,cpu
sample_012,cow,mild,1,repaired_superpixel,0.559905,0.717870,cpu
sample_012,cow,mild,1,sam_noisy_prompt,0.876730,0.934316,cuda
sample_012,cow,mild,1,sam_repaired_prompt,0.643860,0.783351,cuda
sample_012,cow,mild,1,sam_score_selected_prompt,0.876730,0.934316,cuda
sample_012,cow,mild,1,sam_oracle_best_prompt,0.876730,0.934316,cuda
sample_012,cow,moderate,0,center_color,0.387447,0.558503,cpu
sample_012,cow,moderate,0,robust_superpixel,0.485056,0.653250,cpu
sample_012,cow,moderate,0,repaired_superpixel,0.388195,0.559280,cpu
sample_012,cow,moderate,0,sam_noisy_prompt,0.746925,0.855131,cuda
sample_012,cow,moderate,0,sam_repaired_prompt,0.547480,0.707576,cuda
sample_012,cow,moderate,0,sam_score_selected_prompt,0.547480,0.707576,cuda
sample_012,cow,moderate,0,sam_oracle_best_prompt,0.746925,0.855131,cuda
sample_012,cow,moderate,1,center_color,0.332600,0.499175,cpu
sample_012,cow,moderate,1,robust_superpixel,0.343030,0.510830,cpu
sample_012,cow,moderate,1,repaired_superpixel,0.342908,0.510695,cpu
sample_012,cow,moderate,1,sam_noisy_prompt,0.600350,0.750273,cuda
sample_012,cow,moderate,1,sam_repaired_prompt,0.402355,0.573827,cuda
sample_012,cow,moderate,1,sam_score_selected_prompt,0.402355,0.573827,cuda
sample_012,cow,moderate,1,sam_oracle_best_prompt,0.600350,0.750273,cuda
sample_013,boat,clean,0,center_color,0.690582,0.816976,cpu
sample_013,boat,clean,0,robust_superpixel,0.731019,0.844611,cpu
sample_013,boat,clean,0,repaired_superpixel,0.870952,0.931025,cpu
sample_013,boat,clean,0,sam_noisy_prompt,0.869950,0.930453,cuda
sample_013,boat,clean,0,sam_repaired_prompt,0.861101,0.925367,cuda
sample_013,boat,clean,0,sam_score_selected_prompt,0.861101,0.925367,cuda
sample_013,boat,clean,0,sam_oracle_best_prompt,0.869950,0.930453,cuda
sample_013,boat,mild,0,center_color,0.717572,0.835565,cpu
sample_013,boat,mild,0,robust_superpixel,0.715818,0.834375,cpu
sample_013,boat,mild,0,repaired_superpixel,0.769544,0.869765,cpu
sample_013,boat,mild,0,sam_noisy_prompt,0.813070,0.896899,cuda
sample_013,boat,mild,0,sam_repaired_prompt,0.811109,0.895704,cuda
sample_013,boat,mild,0,sam_score_selected_prompt,0.811109,0.895704,cuda
sample_013,boat,mild,0,sam_oracle_best_prompt,0.813070,0.896899,cuda
sample_013,boat,mild,1,center_color,0.441943,0.612983,cpu
sample_013,boat,mild,1,robust_superpixel,0.505219,0.671289,cpu
sample_013,boat,mild,1,repaired_superpixel,0.599802,0.749845,cpu
sample_013,boat,mild,1,sam_noisy_prompt,0.710299,0.830614,cuda
sample_013,boat,mild,1,sam_repaired_prompt,0.694580,0.819767,cuda
sample_013,boat,mild,1,sam_score_selected_prompt,0.694580,0.819767,cuda
sample_013,boat,mild,1,sam_oracle_best_prompt,0.710299,0.830614,cuda
sample_013,boat,moderate,0,center_color,0.722157,0.838666,cpu
sample_013,boat,moderate,0,robust_superpixel,0.723763,0.839748,cpu
sample_013,boat,moderate,0,repaired_superpixel,0.713064,0.832501,cpu
sample_013,boat,moderate,0,sam_noisy_prompt,0.734945,0.847226,cuda
sample_013,boat,moderate,0,sam_repaired_prompt,0.764262,0.866382,cuda
sample_013,boat,moderate,0,sam_score_selected_prompt,0.734945,0.847226,cuda
sample_013,boat,moderate,0,sam_oracle_best_prompt,0.764262,0.866382,cuda
sample_013,boat,moderate,1,center_color,0.776629,0.874272,cpu
sample_013,boat,moderate,1,robust_superpixel,0.776629,0.874272,cpu
sample_013,boat,moderate,1,repaired_superpixel,0.822042,0.902331,cpu
sample_013,boat,moderate,1,sam_noisy_prompt,0.882013,0.937308,cuda
sample_013,boat,moderate,1,sam_repaired_prompt,0.859514,0.924450,cuda
sample_013,boat,moderate,1,sam_score_selected_prompt,0.882013,0.937308,cuda
sample_013,boat,moderate,1,sam_oracle_best_prompt,0.882013,0.937308,cuda
sample_014,tvmonitor,clean,0,center_color,0.753598,0.859488,cpu
sample_014,tvmonitor,clean,0,robust_superpixel,0.755297,0.860592,cpu
sample_014,tvmonitor,clean,0,repaired_superpixel,0.755822,0.860932,cpu
sample_014,tvmonitor,clean,0,sam_noisy_prompt,0.968858,0.984183,cuda
sample_014,tvmonitor,clean,0,sam_repaired_prompt,0.958549,0.978836,cuda
sample_014,tvmonitor,clean,0,sam_score_selected_prompt,0.968858,0.984183,cuda
sample_014,tvmonitor,clean,0,sam_oracle_best_prompt,0.968858,0.984183,cuda
sample_014,tvmonitor,mild,0,center_color,0.629814,0.772866,cpu
sample_014,tvmonitor,mild,0,robust_superpixel,0.643097,0.782786,cpu
sample_014,tvmonitor,mild,0,repaired_superpixel,0.601404,0.751096,cpu
sample_014,tvmonitor,mild,0,sam_noisy_prompt,0.878156,0.935126,cuda
sample_014,tvmonitor,mild,0,sam_repaired_prompt,0.665673,0.799284,cuda
sample_014,tvmonitor,mild,0,sam_score_selected_prompt,0.665673,0.799284,cuda
sample_014,tvmonitor,mild,0,sam_oracle_best_prompt,0.878156,0.935126,cuda
sample_014,tvmonitor,mild,1,center_color,0.644562,0.783871,cpu
sample_014,tvmonitor,mild,1,robust_superpixel,0.659688,0.794955,cpu
sample_014,tvmonitor,mild,1,repaired_superpixel,0.590318,0.742390,cpu
sample_014,tvmonitor,mild,1,sam_noisy_prompt,0.891354,0.942556,cuda
sample_014,tvmonitor,mild,1,sam_repaired_prompt,0.700220,0.823681,cuda
sample_014,tvmonitor,mild,1,sam_score_selected_prompt,0.700220,0.823681,cuda
sample_014,tvmonitor,mild,1,sam_oracle_best_prompt,0.891354,0.942556,cuda
sample_014,tvmonitor,moderate,0,center_color,0.588575,0.741010,cpu
sample_014,tvmonitor,moderate,0,robust_superpixel,0.606227,0.754846,cpu
sample_014,tvmonitor,moderate,0,repaired_superpixel,0.531099,0.693749,cpu
sample_014,tvmonitor,moderate,0,sam_noisy_prompt,0.723097,0.839300,cuda
sample_014,tvmonitor,moderate,0,sam_repaired_prompt,0.600646,0.750505,cuda
sample_014,tvmonitor,moderate,0,sam_score_selected_prompt,0.600646,0.750505,cuda
sample_014,tvmonitor,moderate,0,sam_oracle_best_prompt,0.723097,0.839300,cuda
sample_014,tvmonitor,moderate,1,center_color,0.464355,0.634211,cpu
sample_014,tvmonitor,moderate,1,robust_superpixel,0.479330,0.648037,cpu
sample_014,tvmonitor,moderate,1,repaired_superpixel,0.398066,0.569452,cpu
sample_014,tvmonitor,moderate,1,sam_noisy_prompt,0.562085,0.719660,cuda
sample_014,tvmonitor,moderate,1,sam_repaired_prompt,0.466552,0.636257,cuda
sample_014,tvmonitor,moderate,1,sam_score_selected_prompt,0.466552,0.636257,cuda
sample_014,tvmonitor,moderate,1,sam_oracle_best_prompt,0.562085,0.719660,cuda
sample_015,bicycle,clean,0,center_color,0.188934,0.317821,cpu
sample_015,bicycle,clean,0,robust_superpixel,0.186586,0.314493,cpu
sample_015,bicycle,clean,0,repaired_superpixel,0.072223,0.134717,cpu
sample_015,bicycle,clean,0,sam_noisy_prompt,0.353896,0.522782,cuda
sample_015,bicycle,clean,0,sam_repaired_prompt,0.311624,0.475172,cuda
sample_015,bicycle,clean,0,sam_score_selected_prompt,0.311624,0.475172,cuda
sample_015,bicycle,clean,0,sam_oracle_best_prompt,0.353896,0.522782,cuda
sample_015,bicycle,mild,0,center_color,0.502798,0.669149,cpu
sample_015,bicycle,mild,0,robust_superpixel,0.502798,0.669149,cpu
sample_015,bicycle,mild,0,repaired_superpixel,0.506547,0.672461,cpu
sample_015,bicycle,mild,0,sam_noisy_prompt,0.391615,0.562821,cuda
sample_015,bicycle,mild,0,sam_repaired_prompt,0.587314,0.740010,cuda
sample_015,bicycle,mild,0,sam_score_selected_prompt,0.587314,0.740010,cuda
sample_015,bicycle,mild,0,sam_oracle_best_prompt,0.587314,0.740010,cuda
sample_015,bicycle,mild,1,center_color,0.179154,0.303868,cpu
sample_015,bicycle,mild,1,robust_superpixel,0.179154,0.303868,cpu
sample_015,bicycle,mild,1,repaired_superpixel,0.068268,0.127810,cpu
sample_015,bicycle,mild,1,sam_noisy_prompt,0.336940,0.504046,cuda
sample_015,bicycle,mild,1,sam_repaired_prompt,0.413284,0.584856,cuda
sample_015,bicycle,mild,1,sam_score_selected_prompt,0.336940,0.504046,cuda
sample_015,bicycle,mild,1,sam_oracle_best_prompt,0.413284,0.584856,cuda
sample_015,bicycle,moderate,0,center_color,0.133955,0.236261,cpu
sample_015,bicycle,moderate,0,robust_superpixel,0.132791,0.234449,cpu
sample_015,bicycle,moderate,0,repaired_superpixel,0.055437,0.105051,cpu
sample_015,bicycle,moderate,0,sam_noisy_prompt,0.429319,0.600733,cuda
sample_015,bicycle,moderate,0,sam_repaired_prompt,0.106543,0.192570,cuda
sample_015,bicycle,moderate,0,sam_score_selected_prompt,0.429319,0.600733,cuda
sample_015,bicycle,moderate,0,sam_oracle_best_prompt,0.429319,0.600733,cuda
sample_015,bicycle,moderate,1,center_color,0.068278,0.127828,cpu
sample_015,bicycle,moderate,1,robust_superpixel,0.067265,0.126050,cpu
sample_015,bicycle,moderate,1,repaired_superpixel,0.065327,0.122642,cpu
sample_015,bicycle,moderate,1,sam_noisy_prompt,0.325488,0.491121,cuda
sample_015,bicycle,moderate,1,sam_repaired_prompt,0.085721,0.157907,cuda
sample_015,bicycle,moderate,1,sam_score_selected_prompt,0.085721,0.157907,cuda
sample_015,bicycle,moderate,1,sam_oracle_best_prompt,0.325488,0.491121,cuda
sample_016,train,clean,0,center_color,0.840613,0.913406,cpu
sample_016,train,clean,0,robust_superpixel,0.840613,0.913406,cpu
sample_016,train,clean,0,repaired_superpixel,0.775153,0.873336,cpu
sample_016,train,clean,0,sam_noisy_prompt,0.923382,0.960165,cuda
sample_016,train,clean,0,sam_repaired_prompt,0.923179,0.960055,cuda
sample_016,train,clean,0,sam_score_selected_prompt,0.923382,0.960165,cuda
sample_016,train,clean,0,sam_oracle_best_prompt,0.923382,0.960165,cuda
sample_016,train,mild,0,center_color,0.317079,0.481488,cpu
sample_016,train,mild,0,robust_superpixel,0.716599,0.834905,cpu
sample_016,train,mild,0,repaired_superpixel,0.762168,0.865034,cpu
sample_016,train,mild,0,sam_noisy_prompt,0.923045,0.959983,cuda
sample_016,train,mild,0,sam_repaired_prompt,0.925043,0.961062,cuda
sample_016,train,mild,0,sam_score_selected_prompt,0.923045,0.959983,cuda
sample_016,train,mild,0,sam_oracle_best_prompt,0.925043,0.961062,cuda
sample_016,train,mild,1,center_color,0.806820,0.893083,cpu
sample_016,train,mild,1,robust_superpixel,0.806820,0.893083,cpu
sample_016,train,mild,1,repaired_superpixel,0.771908,0.871273,cpu
sample_016,train,mild,1,sam_noisy_prompt,0.923842,0.960413,cuda
sample_016,train,mild,1,sam_repaired_prompt,0.929733,0.963587,cuda
sample_016,train,mild,1,sam_score_selected_prompt,0.923842,0.960413,cuda
sample_016,train,mild,1,sam_oracle_best_prompt,0.929733,0.963587,cuda
sample_016,train,moderate,0,center_color,0.063756,0.119869,cpu
sample_016,train,moderate,0,robust_superpixel,0.064948,0.121975,cpu
sample_016,train,moderate,0,repaired_superpixel,0.081511,0.150735,cpu
sample_016,train,moderate,0,sam_noisy_prompt,0.012660,0.025004,cuda
sample_016,train,moderate,0,sam_repaired_prompt,0.101630,0.184508,cuda
sample_016,train,moderate,0,sam_score_selected_prompt,0.101630,0.184508,cuda
sample_016,train,moderate,0,sam_oracle_best_prompt,0.101630,0.184508,cuda
sample_016,train,moderate,1,center_color,0.232821,0.377705,cpu
sample_016,train,moderate,1,robust_superpixel,0.531314,0.693932,cpu
sample_016,train,moderate,1,repaired_superpixel,0.415126,0.586698,cpu
sample_016,train,moderate,1,sam_noisy_prompt,0.916357,0.956353,cuda
sample_016,train,moderate,1,sam_repaired_prompt,0.918834,0.957700,cuda
sample_016,train,moderate,1,sam_score_selected_prompt,0.916357,0.956353,cuda
sample_016,train,moderate,1,sam_oracle_best_prompt,0.918834,0.957700,cuda
sample_017,train,clean,0,center_color,0.139867,0.245410,cpu
sample_017,train,clean,0,robust_superpixel,0.140940,0.247059,cpu
sample_017,train,clean,0,repaired_superpixel,0.139455,0.244775,cpu
sample_017,train,clean,0,sam_noisy_prompt,0.939863,0.968999,cuda
sample_017,train,clean,0,sam_repaired_prompt,0.134147,0.236561,cuda
sample_017,train,clean,0,sam_score_selected_prompt,0.939863,0.968999,cuda
sample_017,train,clean,0,sam_oracle_best_prompt,0.939863,0.968999,cuda
sample_017,train,mild,0,center_color,0.136540,0.240273,cpu
sample_017,train,mild,0,robust_superpixel,0.137282,0.241422,cpu
sample_017,train,mild,0,repaired_superpixel,0.115915,0.207748,cpu
sample_017,train,mild,0,sam_noisy_prompt,0.944402,0.971406,cuda
sample_017,train,mild,0,sam_repaired_prompt,0.133240,0.235149,cuda
sample_017,train,mild,0,sam_score_selected_prompt,0.944402,0.971406,cuda
sample_017,train,mild,0,sam_oracle_best_prompt,0.944402,0.971406,cuda
sample_017,train,mild,1,center_color,0.650628,0.788340,cpu
sample_017,train,mild,1,robust_superpixel,0.741821,0.851776,cpu
sample_017,train,mild,1,repaired_superpixel,0.639043,0.779776,cpu
sample_017,train,mild,1,sam_noisy_prompt,0.951893,0.975354,cuda
sample_017,train,mild,1,sam_repaired_prompt,0.946562,0.972547,cuda
sample_017,train,mild,1,sam_score_selected_prompt,0.951893,0.975354,cuda
sample_017,train,mild,1,sam_oracle_best_prompt,0.951893,0.975354,cuda
sample_017,train,moderate,0,center_color,0.140005,0.245622,cpu
sample_017,train,moderate,0,robust_superpixel,0.508652,0.674313,cpu
sample_017,train,moderate,0,repaired_superpixel,0.643323,0.782954,cpu
sample_017,train,moderate,0,sam_noisy_prompt,0.949300,0.973991,cuda
sample_017,train,moderate,0,sam_repaired_prompt,0.947998,0.973305,cuda
sample_017,train,moderate,0,sam_score_selected_prompt,0.949300,0.973991,cuda
sample_017,train,moderate,0,sam_oracle_best_prompt,0.949300,0.973991,cuda
sample_017,train,moderate,1,center_color,0.430846,0.602225,cpu
sample_017,train,moderate,1,robust_superpixel,0.608403,0.756531,cpu
sample_017,train,moderate,1,repaired_superpixel,0.387683,0.558749,cpu
sample_017,train,moderate,1,sam_noisy_prompt,0.811933,0.896206,cuda
sample_017,train,moderate,1,sam_repaired_prompt,0.812902,0.896797,cuda
sample_017,train,moderate,1,sam_score_selected_prompt,0.812902,0.896797,cuda
sample_017,train,moderate,1,sam_oracle_best_prompt,0.812902,0.896797,cuda
sample_018,sofa,clean,0,center_color,0.664267,0.798270,cpu
sample_018,sofa,clean,0,robust_superpixel,0.672497,0.804183,cpu
sample_018,sofa,clean,0,repaired_superpixel,0.671361,0.803371,cpu
sample_018,sofa,clean,0,sam_noisy_prompt,0.894497,0.944311,cuda
sample_018,sofa,clean,0,sam_repaired_prompt,0.885480,0.939262,cuda
sample_018,sofa,clean,0,sam_score_selected_prompt,0.885480,0.939262,cuda
sample_018,sofa,clean,0,sam_oracle_best_prompt,0.894497,0.944311,cuda
sample_018,sofa,mild,0,center_color,0.628432,0.771825,cpu
sample_018,sofa,mild,0,robust_superpixel,0.590459,0.742501,cpu
sample_018,sofa,mild,0,repaired_superpixel,0.440119,0.611226,cpu
sample_018,sofa,mild,0,sam_noisy_prompt,0.841007,0.913638,cuda
sample_018,sofa,mild,0,sam_repaired_prompt,0.866523,0.928489,cuda
sample_018,sofa,mild,0,sam_score_selected_prompt,0.841007,0.913638,cuda
sample_018,sofa,mild,0,sam_oracle_best_prompt,0.866523,0.928489,cuda
sample_018,sofa,mild,1,center_color,0.452942,0.623483,cpu
sample_018,sofa,mild,1,robust_superpixel,0.607223,0.755618,cpu
sample_018,sofa,mild,1,repaired_superpixel,0.558459,0.716681,cpu
sample_018,sofa,mild,1,sam_noisy_prompt,0.871508,0.931343,cuda
sample_018,sofa,mild,1,sam_repaired_prompt,0.880889,0.936673,cuda
sample_018,sofa,mild,1,sam_score_selected_prompt,0.871508,0.931343,cuda
sample_018,sofa,mild,1,sam_oracle_best_prompt,0.880889,0.936673,cuda
sample_018,sofa,moderate,0,center_color,0.629852,0.772895,cpu
sample_018,sofa,moderate,0,robust_superpixel,0.631537,0.774162,cpu
sample_018,sofa,moderate,0,repaired_superpixel,0.639699,0.780264,cpu
sample_018,sofa,moderate,0,sam_noisy_prompt,0.893887,0.943971,cuda
sample_018,sofa,moderate,0,sam_repaired_prompt,0.901272,0.948073,cuda
sample_018,sofa,moderate,0,sam_score_selected_prompt,0.901272,0.948073,cuda
sample_018,sofa,moderate,0,sam_oracle_best_prompt,0.901272,0.948073,cuda
sample_018,sofa,moderate,1,center_color,0.372321,0.542615,cpu
sample_018,sofa,moderate,1,robust_superpixel,0.419496,0.591049,cpu
sample_018,sofa,moderate,1,repaired_superpixel,0.468601,0.638159,cpu
sample_018,sofa,moderate,1,sam_noisy_prompt,0.609449,0.757339,cuda
sample_018,sofa,moderate,1,sam_repaired_prompt,0.717469,0.835495,cuda
sample_018,sofa,moderate,1,sam_score_selected_prompt,0.609449,0.757339,cuda
sample_018,sofa,moderate,1,sam_oracle_best_prompt,0.717469,0.835495,cuda
sample_019,bus,clean,0,center_color,0.766760,0.867984,cpu
sample_019,bus,clean,0,robust_superpixel,0.801742,0.889963,cpu
sample_019,bus,clean,0,repaired_superpixel,0.792523,0.884254,cpu
sample_019,bus,clean,0,sam_noisy_prompt,0.963496,0.981409,cuda
sample_019,bus,clean,0,sam_repaired_prompt,0.961103,0.980166,cuda
sample_019,bus,clean,0,sam_score_selected_prompt,0.961103,0.980166,cuda
sample_019,bus,clean,0,sam_oracle_best_prompt,0.963496,0.981409,cuda
sample_019,bus,mild,0,center_color,0.745825,0.854410,cpu
sample_019,bus,mild,0,robust_superpixel,0.785255,0.879712,cpu
sample_019,bus,mild,0,repaired_superpixel,0.762358,0.865157,cpu
sample_019,bus,mild,0,sam_noisy_prompt,0.959312,0.979233,cuda
sample_019,bus,mild,0,sam_repaired_prompt,0.959196,0.979173,cuda
sample_019,bus,mild,0,sam_score_selected_prompt,0.959196,0.979173,cuda
sample_019,bus,mild,0,sam_oracle_best_prompt,0.959312,0.979233,cuda
sample_019,bus,mild,1,center_color,0.833400,0.909131,cpu
sample_019,bus,mild,1,robust_superpixel,0.858902,0.924096,cpu
sample_019,bus,mild,1,repaired_superpixel,0.736781,0.848445,cpu
sample_019,bus,mild,1,sam_noisy_prompt,0.954749,0.976851,cuda
sample_019,bus,mild,1,sam_repaired_prompt,0.933535,0.965625,cuda
sample_019,bus,mild,1,sam_score_selected_prompt,0.954749,0.976851,cuda
sample_019,bus,mild,1,sam_oracle_best_prompt,0.954749,0.976851,cuda
sample_019,bus,moderate,0,center_color,0.336286,0.503314,cpu
sample_019,bus,moderate,0,robust_superpixel,0.371353,0.541586,cpu
sample_019,bus,moderate,0,repaired_superpixel,0.351815,0.520508,cpu
sample_019,bus,moderate,0,sam_noisy_prompt,0.371355,0.541589,cuda
sample_019,bus,moderate,0,sam_repaired_prompt,0.399679,0.571100,cuda
sample_019,bus,moderate,0,sam_score_selected_prompt,0.399679,0.571100,cuda
sample_019,bus,moderate,0,sam_oracle_best_prompt,0.399679,0.571100,cuda
sample_019,bus,moderate,1,center_color,0.696464,0.821078,cpu
sample_019,bus,moderate,1,robust_superpixel,0.713197,0.832592,cpu
sample_019,bus,moderate,1,repaired_superpixel,0.715113,0.833896,cpu
sample_019,bus,moderate,1,sam_noisy_prompt,0.948727,0.973689,cuda
sample_019,bus,moderate,1,sam_repaired_prompt,0.800509,0.889203,cuda
sample_019,bus,moderate,1,sam_score_selected_prompt,0.948727,0.973689,cuda
sample_019,bus,moderate,1,sam_oracle_best_prompt,0.948727,0.973689,cuda
sample_020,sheep,clean,0,center_color,0.646470,0.785280,cpu
sample_020,sheep,clean,0,robust_superpixel,0.724036,0.839931,cpu
sample_020,sheep,clean,0,repaired_superpixel,0.736871,0.848504,cpu
sample_020,sheep,clean,0,sam_noisy_prompt,0.946367,0.972444,cuda
sample_020,sheep,clean,0,sam_repaired_prompt,0.947117,0.972840,cuda
sample_020,sheep,clean,0,sam_score_selected_prompt,0.947117,0.972840,cuda
sample_020,sheep,clean,0,sam_oracle_best_prompt,0.947117,0.972840,cuda
sample_020,sheep,mild,0,center_color,0.763069,0.865614,cpu
sample_020,sheep,mild,0,robust_superpixel,0.846209,0.916699,cpu
sample_020,sheep,mild,0,repaired_superpixel,0.777579,0.874874,cpu
sample_020,sheep,mild,0,sam_noisy_prompt,0.957918,0.978507,cuda
sample_020,sheep,mild,0,sam_repaired_prompt,0.957602,0.978342,cuda
sample_020,sheep,mild,0,sam_score_selected_prompt,0.957602,0.978342,cuda
sample_020,sheep,mild,0,sam_oracle_best_prompt,0.957918,0.978507,cuda
sample_020,sheep,mild,1,center_color,0.560953,0.718732,cpu
sample_020,sheep,mild,1,robust_superpixel,0.665159,0.798914,cpu
sample_020,sheep,mild,1,repaired_superpixel,0.744464,0.853516,cpu
sample_020,sheep,mild,1,sam_noisy_prompt,0.952729,0.975793,cuda
sample_020,sheep,mild,1,sam_repaired_prompt,0.959265,0.979209,cuda
sample_020,sheep,mild,1,sam_score_selected_prompt,0.959265,0.979209,cuda
sample_020,sheep,mild,1,sam_oracle_best_prompt,0.959265,0.979209,cuda
sample_020,sheep,moderate,0,center_color,0.560033,0.717976,cpu
sample_020,sheep,moderate,0,robust_superpixel,0.566133,0.722970,cpu
sample_020,sheep,moderate,0,repaired_superpixel,0.636510,0.777887,cpu
sample_020,sheep,moderate,0,sam_noisy_prompt,0.927619,0.962450,cuda
sample_020,sheep,moderate,0,sam_repaired_prompt,0.926986,0.962110,cuda
sample_020,sheep,moderate,0,sam_score_selected_prompt,0.927619,0.962450,cuda
sample_020,sheep,moderate,0,sam_oracle_best_prompt,0.927619,0.962450,cuda
sample_020,sheep,moderate,1,center_color,0.590124,0.742236,cpu
sample_020,sheep,moderate,1,robust_superpixel,0.701394,0.824493,cpu
sample_020,sheep,moderate,1,repaired_superpixel,0.655096,0.791611,cpu
sample_020,sheep,moderate,1,sam_noisy_prompt,0.893288,0.943637,cuda
sample_020,sheep,moderate,1,sam_repaired_prompt,0.889944,0.941767,cuda
sample_020,sheep,moderate,1,sam_score_selected_prompt,0.893288,0.943637,cuda
sample_020,sheep,moderate,1,sam_oracle_best_prompt,0.893288,0.943637,cuda
sample_021,bus,clean,0,center_color,0.643755,0.783274,cpu
sample_021,bus,clean,0,robust_superpixel,0.642317,0.782209,cpu
sample_021,bus,clean,0,repaired_superpixel,0.544033,0.704691,cpu
sample_021,bus,clean,0,sam_noisy_prompt,0.881652,0.937104,cuda
sample_021,bus,clean,0,sam_repaired_prompt,0.921499,0.959146,cuda
sample_021,bus,clean,0,sam_score_selected_prompt,0.921499,0.959146,cuda
sample_021,bus,clean,0,sam_oracle_best_prompt,0.921499,0.959146,cuda
