sample_id,class_name,experiment,severity,condition,method,trial,iou,dice,sam_score,pred_pixels,target_pixels,device
sample_006,tvmonitor,noise_decomposition,clean,clean,sam_single_prompt,0,0.973765,0.986708,0.988471,50608,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.973459,0.986551,0.987089,50608,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.973437,0.986540,0.988218,50597,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.927320,0.962290,0.930985,47685,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.975770,0.987736,0.978257,50757,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.974757,0.987217,0.989170,50677,51333,cuda
sample_006,tvmonitor,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.978295,0.989028,0.944238,50931,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.974757,0.987217,0.989170,50677,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.981243,0.990533,0.994094,51020,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.974675,0.987175,0.983465,50657,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.975798,0.987751,0.983465,50715,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.981243,0.990533,0.994094,51020,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.978295,0.989028,0.944238,50931,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.980039,0.989919,0.986955,51829,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.982313,0.991078,0.967263,51668,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.983499,0.991681,0.967263,51561,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.982313,0.991078,0.984629,51668,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.973360,0.986500,0.986425,50595,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.974528,0.987100,0.991531,50679,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.696491,0.821096,0.950004,36077,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.978014,0.988885,0.980543,50869,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.974654,0.987164,0.968420,51272,51333,cuda
sample_006,tvmonitor,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.960128,0.979658,0.924851,50921,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.974654,0.987164,0.968420,51272,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.940237,0.969198,0.992931,54115,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.966018,0.982716,0.959784,52691,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.971010,0.985292,0.959784,52350,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.974654,0.987164,0.968420,51272,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.960128,0.979658,0.924851,50921,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.922011,0.959423,0.929892,49390,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.922011,0.959423,0.912122,49390,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.836433,0.910933,0.912122,45717,51333,cuda
sample_006,tvmonitor,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.960128,0.979658,0.924851,50921,51333,cuda
sample_007,person,modality,clean,point_only,sam_vit_b,0,0.071898,0.134150,0.897789,10227,141856,cuda
sample_007,person,modality,clean,box_only,sam_vit_b,0,0.870144,0.930563,0.940918,124776,141856,cuda
sample_007,person,modality,clean,point_box,sam_vit_b,0,0.822423,0.902560,0.946451,117965,141856,cuda
sample_007,person,noise_decomposition,clean,clean,sam_single_prompt,0,0.822423,0.902560,0.946451,117965,141856,cuda
sample_007,person,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.825165,0.904209,0.943798,118376,141856,cuda
sample_007,person,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.814979,0.898059,0.942958,116686,141856,cuda
sample_007,person,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.597005,0.747656,0.888387,84866,141856,cuda
sample_007,person,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.379354,0.550046,0.939004,54622,141856,cuda
sample_007,person,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.427499,0.598948,0.920345,61230,141856,cuda
sample_007,person,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.262567,0.415926,0.928353,37546,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.427499,0.598948,0.920345,61230,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.506094,0.672061,0.942036,72425,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.506094,0.672061,0.909195,72425,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.514308,0.679264,0.909195,73580,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.674104,0.805331,0.906462,95907,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.262567,0.415926,0.928353,37546,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.262567,0.415926,0.928353,37546,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.261603,0.414716,0.846332,37409,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.259304,0.411821,0.846332,37047,141856,cuda
sample_007,person,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.368235,0.538263,0.875351,52536,141856,cuda
sample_007,person,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.920713,0.958720,0.905291,132080,141856,cuda
sample_007,person,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.906202,0.950794,0.937534,130039,141856,cuda
sample_007,person,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.211903,0.349703,0.830335,30147,141856,cuda
sample_007,person,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.541824,0.702835,0.861788,77655,141856,cuda
sample_007,person,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.212262,0.350191,0.771639,30153,141856,cuda
sample_007,person,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.247963,0.397388,0.773237,35467,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.212262,0.350191,0.771639,30153,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.229988,0.373968,0.982960,32865,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.217257,0.356961,0.856390,30992,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.219553,0.360055,0.856390,31323,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.248168,0.397651,0.977535,35440,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.247963,0.397388,0.773237,35467,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.281502,0.439331,0.879704,40230,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.281502,0.439331,0.794192,40230,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.252626,0.403354,0.794192,36092,141856,cuda
sample_007,person,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.356972,0.526130,0.792621,50777,141856,cuda
sample_008,horse,modality,clean,point_only,sam_vit_b,0,0.667043,0.800271,0.811555,10850,9798,cuda
sample_008,horse,modality,clean,box_only,sam_vit_b,0,0.720836,0.837774,0.943144,10618,9798,cuda
sample_008,horse,modality,clean,point_box,sam_vit_b,0,0.725849,0.841150,0.939688,12462,9798,cuda
sample_008,horse,noise_decomposition,clean,clean,sam_single_prompt,0,0.725849,0.841150,0.939688,12462,9798,cuda
sample_008,horse,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.720491,0.837541,0.944571,12503,9798,cuda
sample_008,horse,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.730766,0.844442,0.937372,12361,9798,cuda
sample_008,horse,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.684111,0.812430,0.951156,13404,9798,cuda
sample_008,horse,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.635773,0.777337,0.942141,14629,9798,cuda
sample_008,horse,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.740896,0.851166,0.939193,11857,9798,cuda
sample_008,horse,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.732346,0.845496,0.917846,12182,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.740896,0.851166,0.939193,11857,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.724742,0.840406,0.940188,10773,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.746302,0.854722,0.938134,11568,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.739884,0.850498,0.938134,11874,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.746302,0.854722,0.938017,11568,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.732346,0.845496,0.917846,12182,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.742047,0.851925,0.928668,11887,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.732346,0.845496,0.915135,12182,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.734304,0.846799,0.915135,12245,9798,cuda
sample_008,horse,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.742047,0.851925,0.928668,11887,9798,cuda
sample_008,horse,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.721654,0.838327,0.942359,12432,9798,cuda
sample_008,horse,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.729199,0.843395,0.947582,12398,9798,cuda
sample_008,horse,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.353055,0.521864,0.815392,5570,9798,cuda
sample_008,horse,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.558180,0.716451,0.870639,8213,9798,cuda
sample_008,horse,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.552660,0.711888,0.933626,6109,9798,cuda
sample_008,horse,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.708223,0.829193,0.945945,8316,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.552660,0.711888,0.933626,6109,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.643189,0.782855,0.955343,7536,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.643189,0.782855,0.939236,7536,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.631449,0.774096,0.939236,7975,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.702824,0.825481,0.941278,9856,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.708223,0.829193,0.945945,8316,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.708223,0.829193,0.945945,8316,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.708223,0.829193,0.924312,8316,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.713101,0.832526,0.924312,8378,9798,cuda
sample_008,horse,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.715058,0.833859,0.941064,8277,9798,cuda
sample_009,person,modality,clean,point_only,sam_vit_b,0,0.385010,0.555967,0.982674,19452,49160,cuda
sample_009,person,modality,clean,box_only,sam_vit_b,0,0.972215,0.985912,1.002058,49930,49160,cuda
sample_009,person,modality,clean,point_box,sam_vit_b,0,0.965467,0.982430,1.005448,50271,49160,cuda
sample_009,person,noise_decomposition,clean,clean,sam_single_prompt,0,0.965467,0.982430,1.005448,50271,49160,cuda
sample_009,person,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.966653,0.983044,1.003610,50215,49160,cuda
sample_009,person,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.961402,0.980321,1.004176,50491,49160,cuda
sample_009,person,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.927305,0.962281,0.964623,48643,49160,cuda
sample_009,person,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.665006,0.798803,0.999524,35404,49160,cuda
sample_009,person,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.954374,0.976654,1.004048,50859,49160,cuda
sample_009,person,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.967996,0.983738,0.998619,50088,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.954374,0.976654,1.004048,50859,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.952652,0.975752,1.008114,50972,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.954374,0.976654,0.998586,50859,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.953489,0.976191,0.998586,50927,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.955839,0.977421,1.002496,50799,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.967996,0.983738,0.998619,50088,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.965586,0.982492,1.010639,50108,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.967996,0.983738,1.003523,50088,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.966633,0.983033,1.003523,50153,49160,cuda
sample_009,person,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.970564,0.985062,1.006103,49313,49160,cuda
sample_009,person,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.973941,0.986798,1.000889,49843,49160,cuda
sample_009,person,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.974584,0.987128,0.999791,49818,49160,cuda
sample_009,person,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.936548,0.967234,0.924893,47069,49160,cuda
sample_009,person,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.928222,0.962775,0.990233,49000,49160,cuda
sample_009,person,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.806845,0.893098,1.002674,40483,49160,cuda
sample_009,person,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.850393,0.919149,0.896472,42873,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.806845,0.893098,1.002674,40483,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.677503,0.807752,1.006925,33967,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.715177,0.833939,0.993181,35827,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.784540,0.879263,0.993181,39305,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.823520,0.903220,0.976605,41210,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.850393,0.919149,0.896472,42873,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.960350,0.979774,1.004459,50563,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.850393,0.919149,0.949068,42873,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.849568,0.918666,0.949068,43028,49160,cuda
sample_009,person,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.960350,0.979774,1.004459,50563,49160,cuda
sample_010,sofa,modality,clean,point_only,sam_vit_b,0,0.738491,0.849577,0.953550,41812,30923,cuda
sample_010,sofa,modality,clean,box_only,sam_vit_b,0,0.971872,0.985735,0.978563,31329,30923,cuda
sample_010,sofa,modality,clean,point_box,sam_vit_b,0,0.835908,0.910621,0.975891,36699,30923,cuda
sample_010,sofa,noise_decomposition,clean,clean,sam_single_prompt,0,0.835908,0.910621,0.975891,36699,30923,cuda
sample_010,sofa,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.838202,0.911980,0.976795,36596,30923,cuda
sample_010,sofa,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.828219,0.906039,0.976124,37052,30923,cuda
sample_010,sofa,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.931433,0.964500,0.980958,32851,30923,cuda
sample_010,sofa,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.716579,0.834892,0.990841,40933,30923,cuda
sample_010,sofa,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.728845,0.843158,0.981829,42361,30923,cuda
sample_010,sofa,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.630707,0.773538,0.951890,34015,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.728845,0.843158,0.981829,42361,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.729061,0.843303,0.984893,42365,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.729495,0.843593,0.966359,42309,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.729503,0.843599,0.966359,42318,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.972474,0.986045,0.932860,31133,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.630707,0.773538,0.951890,34015,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.732205,0.845402,0.991947,42034,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.630707,0.773538,0.959474,34015,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.679575,0.809223,0.959474,37864,30923,cuda
sample_010,sofa,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.732205,0.845402,0.991947,42034,30923,cuda
sample_010,sofa,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.816889,0.899218,0.973443,37581,30923,cuda
sample_010,sofa,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.969582,0.984556,0.990070,31432,30923,cuda
sample_010,sofa,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.469512,0.639004,0.893156,23446,30923,cuda
sample_010,sofa,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.725978,0.841237,0.984418,42545,30923,cuda
sample_010,sofa,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.419828,0.591379,0.913602,13316,30923,cuda
sample_010,sofa,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.634933,0.776708,0.952339,37754,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.419828,0.591379,0.913602,13316,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.308944,0.472051,0.940588,10009,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.419828,0.591379,0.900097,13316,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.419381,0.590935,0.900097,13356,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.830513,0.907410,0.857479,26200,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.634933,0.776708,0.952339,37754,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.655168,0.791664,0.956263,38700,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.634933,0.776708,0.928494,37754,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.619731,0.765227,0.928494,36981,30923,cuda
sample_010,sofa,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.655168,0.791664,0.956263,38700,30923,cuda
sample_011,cow,modality,clean,point_only,sam_vit_b,0,0.359418,0.528782,0.973663,4581,12235,cuda
sample_011,cow,modality,clean,box_only,sam_vit_b,0,0.894764,0.944460,0.979493,13170,12235,cuda
sample_011,cow,modality,clean,point_box,sam_vit_b,0,0.894901,0.944536,0.976207,13295,12235,cuda
sample_011,cow,noise_decomposition,clean,clean,sam_single_prompt,0,0.894901,0.944536,0.976207,13295,12235,cuda
sample_011,cow,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.895147,0.944673,0.976909,13304,12235,cuda
sample_011,cow,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.895003,0.944592,0.976611,13285,12235,cuda
sample_011,cow,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.895674,0.944966,0.981847,13313,12235,cuda
sample_011,cow,noise_decomposition,mild,box_noise,sam_single_prompt,1,0.890043,0.941823,0.979383,13067,12235,cuda
sample_011,cow,noise_decomposition,mild,point_box_noise,sam_single_prompt,0,0.885547,0.939300,0.977380,12905,12235,cuda
sample_011,cow,noise_decomposition,mild,point_box_noise,sam_single_prompt,1,0.895070,0.944630,0.980073,13176,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,0,0.885547,0.939300,0.977380,12905,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_score_select,0,0.817439,0.899550,0.981131,12006,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,0,0.885547,0.939300,0.977837,12905,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,0,0.880765,0.936603,0.977837,12845,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,0,0.885547,0.939300,0.977380,12905,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_single_noisy,1,0.895070,0.944630,0.980073,13176,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_score_select,1,0.891178,0.942458,0.982421,13190,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_consistency_medoid,1,0.893090,0.943526,0.979461,13051,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_vote_consensus,1,0.894686,0.944416,0.979461,13150,12235,cuda
sample_011,cow,uncertainty_ensemble,mild,point_box_noise,sam_oracle_best,1,0.895593,0.944921,0.977178,13274,12235,cuda
sample_011,cow,noise_decomposition,moderate,point_noise,sam_single_prompt,0,0.894706,0.944427,0.979731,13281,12235,cuda
sample_011,cow,noise_decomposition,moderate,point_noise,sam_single_prompt,1,0.895160,0.944680,0.992558,13217,12235,cuda
sample_011,cow,noise_decomposition,moderate,box_noise,sam_single_prompt,0,0.884954,0.938966,0.976912,12997,12235,cuda
sample_011,cow,noise_decomposition,moderate,box_noise,sam_single_prompt,1,0.442993,0.613991,0.964634,5876,12235,cuda
sample_011,cow,noise_decomposition,moderate,point_box_noise,sam_single_prompt,0,0.876299,0.934072,0.951824,11776,12235,cuda
sample_011,cow,noise_decomposition,moderate,point_box_noise,sam_single_prompt,1,0.899829,0.947274,0.984699,13350,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,0,0.876299,0.934072,0.951824,11776,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,0,0.894913,0.944542,0.982209,13280,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,0,0.897205,0.945817,0.963681,13216,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,0,0.904993,0.950128,0.963681,12448,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,0,0.897205,0.945817,0.981665,13216,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_single_noisy,1,0.899829,0.947274,0.984699,13350,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_score_select,1,0.896493,0.945422,0.987674,13343,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_consistency_medoid,1,0.899829,0.947274,0.979926,13350,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_vote_consensus,1,0.898373,0.946466,0.979926,13319,12235,cuda
sample_011,cow,uncertainty_ensemble,moderate,point_box_noise,sam_oracle_best,1,0.900357,0.947566,0.985749,13321,12235,cuda
sample_012,cow,modality,clean,point_only,sam_vit_b,0,0.910639,0.953230,0.959833,87865,95757,cuda
sample_012,cow,modality,clean,box_only,sam_vit_b,0,0.939254,0.968675,0.994652,91412,95757,cuda
sample_012,cow,modality,clean,point_box,sam_vit_b,0,0.942932,0.970628,0.984067,92517,95757,cuda
sample_012,cow,noise_decomposition,clean,clean,sam_single_prompt,0,0.942932,0.970628,0.984067,92517,95757,cuda
sample_012,cow,noise_decomposition,mild,point_noise,sam_single_prompt,0,0.937728,0.967863,0.976895,93216,95757,cuda
sample_012,cow,noise_decomposition,mild,point_noise,sam_single_prompt,1,0.944152,0.971274,0.981471,92435,95757,cuda
sample_012,cow,noise_decomposition,mild,box_noise,sam_single_prompt,0,0.689345,0.816109,0.926660,68520,95757,cuda
