method,class_name,target_area_quartile,iou,dice
robust_no_color_seed,motorbike,Q3,0.5071173125,0.6591026875
robust_no_color_seed,motorbike,Q4,0.5246035384615385,0.6685247692307693
robust_no_color_seed,person,Q1,0.31490564444444447,0.4365974444444445
robust_no_color_seed,person,Q2,0.48076701666666666,0.6329196833333334
robust_no_color_seed,person,Q3,0.5064629523809524,0.6584987142857143
robust_no_color_seed,person,Q4,0.48045296721311476,0.625144737704918
robust_no_color_seed,pottedplant,Q1,0.14618246153846154,0.2238526923076923
robust_no_color_seed,pottedplant,Q2,0.49672214285714283,0.6537372857142857
robust_no_color_seed,pottedplant,Q3,0.64356775,0.775258125
robust_no_color_seed,pottedplant,Q4,0.4741513333333333,0.6386746666666666
robust_no_color_seed,sheep,Q1,0.2603608,0.36291514999999996
robust_no_color_seed,sheep,Q2,0.5972836,0.7451592666666667
robust_no_color_seed,sheep,Q3,0.6121083333333334,0.7503993333333333
robust_no_color_seed,sheep,Q4,0.5818884285714285,0.698828
robust_no_color_seed,sofa,Q1,0.33892814285714284,0.48758914285714283
robust_no_color_seed,sofa,Q2,0.5106951904761905,0.6664337619047619
robust_no_color_seed,sofa,Q3,0.5862129047619048,0.7348233333333334
robust_no_color_seed,sofa,Q4,0.4513754375,0.5456103125
robust_no_color_seed,train,Q1,0.18875009090909092,0.2847828181818182
robust_no_color_seed,train,Q2,0.4490885,0.5954195
robust_no_color_seed,train,Q3,0.51256015625,0.65342259375
robust_no_color_seed,train,Q4,0.5691544074074074,0.6904092222222222
robust_no_color_seed,tvmonitor,Q1,0.4622673076923077,0.6185347692307693
robust_no_color_seed,tvmonitor,Q2,0.4963071666666667,0.6322425
robust_no_color_seed,tvmonitor,Q3,0.5108732,0.6266116
robust_no_color_seed,tvmonitor,Q4,0.5836592222222223,0.7264005555555556
robust_no_spatial_prior,aeroplane,Q1,0.47604737931034485,0.6180150344827586
robust_no_spatial_prior,aeroplane,Q2,0.536704,0.6738729444444445
robust_no_spatial_prior,aeroplane,Q3,0.5482221764705882,0.683466
